Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
457,The Foreigner,145374099,34393507,110980592,2017.csv,2017.0,0.23658620921186244,0.7634137907881375
458,The Invisible Man,144492724,70410000,74082724,2020.csv,2020.0,0.4872909725198343,0.5127090274801657
459,Where the Crawdads Sing,144353965,90230760,54123205,2022.csv,2022.0,0.6250660312655769,0.37493396873442303
460,PAW Patrol: The Movie,144327371,40127371,104200000,2021.csv,2021.0,0.27803022200134164,0.7219697779986584
461,Pete's Dragon,143695338,76233151,67462187,2016.csv,2016.0,0.5305193060612725,0.4694806939387275
462,More Than Blue,142958164,722669,142235495,2018.csv,2018.0,0.005055108290282743,0.9949448917097172
463,Power Rangers,142337240,85364450,56972790,2017.csv,2017.0,0.5997337731151735,0.4002662268848265
464,Onward,141940042,61555145,80384897,2020.csv,2020.0,0.43367004921697855,0.5663299507830215
465,The Taking of Tiger Mountain,141654055,228984,141425071,2014.csv,2014.0,0.0016165015537324364,0.9983834984462676
466,Trainwreck,140795793,110212700,30583093,2015.csv,2015.0,0.7827840424180856,0.2172159575819144
467,Sausage Party,140705322,97685686,43019636,2016.csv,2016.0,0.6942572221966131,0.3057427778033869
468,Girls Trip,140552359,115171585,25380774,2017.csv,2017.0,0.8194212165446473,0.18057878345535275
469,Lion,140312928,51738905,88574023,2016.csv,2016.0,0.3687394008341127,0.6312605991658873
470,Everything Everywhere All at Once,139405704,77191785,62213919,2022.csv,2022.0,0.553720420220395,0.446279579779605
471,Mr. Six,139191345,1415450,137775895,2015.csv,2015.0,0.010169094924688026,0.989830905075312
472,The Admiral: Roaring Currents,138342258,2589811,135752447,2014.csv,2014.0,0.018720317547513212,0.9812796824524868
473,Let's Be Cops,138224951,82390774,55834177,2014.csv,2014.0,0.5960629640592168,0.40393703594078323
474,Scream,137743924,81641405,56102519,2022.csv,2022.0,0.5927042197520088,0.4072957802479912
475,Death on the Nile,137307235,45630104,91677131,2022.csv,2022.0,0.3323211919604965,0.6676788080395035
476,The First Purge,137056262,69488745,67567517,2018.csv,2018.0,0.5070089026650968,0.49299109733490326
477,Annie,136853506,85911262,50942244,2014.csv,2014.0,0.6277607677804031,0.3722392322195969
478,How Long Will I Love U,136796719,746933,136049786,2018.csv,2018.0,0.005460167505918033,0.994539832494082
479,Skiptrace,136579287,0,136579287,2016.csv,2016.0,0.0,1.0
480,The Beekeeper,136554503,57354503,79200000,2024.csv,2024.0,0.42001180290627255,0.5799881970937275
481,Tom & Jerry,136536687,46536687,90000000,2021.csv,2021.0,0.34083650352523936,0.6591634964747607
482,The Exorcist: Believer,136265132,65537395,70727737,2023.csv,2023.0,0.4809549885439512,0.5190450114560488
483,Jack Ryan: Shadow Recruit,135503748,50577412,84926336,2014.csv,2014.0,0.3732547087922616,0.6267452912077384
484,American Made,134866593,51342000,83524593,2017.csv,2017.0,0.3806873063072039,0.6193126936927961
485,Shazam! Fury of the Gods,134038006,57638006,76400000,2023.csv,2023.0,0.4300124100622625,0.5699875899377375
486,Point Break,133782481,28782481,105000000,2015.csv,2015.0,0.21514387223839868,0.7848561277616013
487,The Big Short,133440870,70259870,63181000,2015.csv,2015.0,0.5265243699325401,0.47347563006745985
488,A Wrinkle in Time,132675864,100478608,32197256,2018.csv,2018.0,0.7573239394921144,0.2426760605078856
489,Be Somebody,132326332,0,132326332,2021.csv,2021.0,0.0,1.0
490,Suzume,132181655,10932037,121249618,2022.csv,2022.0,0.08270464611749641,0.9172953538825036
491,Halloween Kills,131647155,92002155,39645000,2021.csv,2021.0,0.6988541074055113,0.30114589259448865
492,The House with a Clock in Its Walls,131457147,68549695,62907452,2018.csv,2018.0,0.521460388912898,0.478539611087102
493,Blue Beetle,130788072,72488072,58300000,2023.csv,2023.0,0.5542406955888148,0.44575930441118516
494,A Bad Moms Christmas,130560428,72110659,58449769,2017.csv,2017.0,0.5523163496369665,0.4476836503630334
495,Raya and the Last Dragon,130423032,54723032,75700000,2021.csv,2021.0,0.4195810445504748,0.5804189554495252
496,Warm Hug,129240236,0,129240236,2020.csv,2020.0,0.0,1.0
497,Pan,128988320,35088320,93900000,2015.csv,2015.0,0.2720271106717259,0.7279728893282741
498,Pathaan,128780000,17487476,95095974,2023.csv,2023.0,0.13579341512657245,0.7384374437024382
499,Sister,128317206,0,128317206,2021.csv,2021.0,0.0,1.0
500,Blended,127994610,46294610,81700000,2014.csv,2014.0,0.36169187124364066,0.6383081287563593
501,Ad Astra,127461872,50188370,77273502,2019.csv,2019.0,0.393752023350167,0.606247976649833
502,Midway,127420861,56846802,70574059,2019.csv,2019.0,0.4461341852022174,0.5538658147977826
503,Sex Tape,126069509,38543473,87526036,2014.csv,2014.0,0.30573191968249835,0.6942680803175016
504,The King's Man,125897478,37176373,88721105,2021.csv,2021.0,0.29529084768481223,0.7047091523151877
505,The Upside,125852517,108252517,17600000,2019.csv,2019.0,0.860153770305603,0.13984622969439697
506,Detective Chinatown,125842935,474252,125368683,2015.csv,2015.0,0.003768602504383738,0.9962313974956163
507,Wolf Totem,125837070,210591,125626479,2015.csv,2015.0,0.0016735211651065938,0.9983264788348934
508,Mechanic: Resurrection,125729635,21218403,104511232,2016.csv,2016.0,0.1687621458536804,0.8312378541463196
509,Happy Death Day,125479266,55683845,69795421,2017.csv,2017.0,0.44376929173302626,0.5562307082669737
510,Captain Underpants: The First Epic Movie,125427681,73921000,51506681,2017.csv,2017.0,0.5893515642691345,0.4106484357308655
511,Ride Along 2,124605297,91221830,33383467,2015.csv,2015.0,0.7320862932496361,0.2679137067503639
512,The Theory of Everything,123726688,35893537,87833151,2014.csv,2014.0,0.2901034334645731,0.7098965665354269
513,The Lego Ninjago Movie,123681555,59281555,64400000,2017.csv,2017.0,0.4793079695674913,0.5206920304325087
514,Last Christmas,123446172,35150750,88295422,2019.csv,2019.0,0.28474556505486454,0.7152544349451354
515,The Curse of La Llorona,123233739,54733739,68500000,2019.csv,2019.0,0.44414573025330345,0.5558542697466966
516,Looking Up,122994583,84267,122910316,2019.csv,2019.0,0.0006851277344466463,0.9993148722655534
517,Zombieland: Double Tap,122810399,73123082,49687317,2019.csv,2019.0,0.5954144160056023,0.40458558399439776
518,Magic Mike XXL,122613057,66013057,56600000,2015.csv,2015.0,0.5383852145534549,0.46161478544654505
519,Dragon Blade,122593849,74068,122519781,2015.csv,2015.0,0.0006041738684621934,0.9993958261315378
520,A Haunting in Venice,122290456,42471412,79819044,2023.csv,2023.0,0.34729948181728915,0.6527005181827108
521,Secret Superstar,122026260,0,122026260,2017.csv,2017.0,0.0,1.0
522,Gran Turismo,121986115,44428554,77557561,2023.csv,2023.0,0.3642099266789503,0.6357900733210496
523,Soul,121903885,946154,120957731,2020.csv,2020.0,0.007761475362331562,0.9922385246376685
524,Deepwater Horizon,121790373,61433527,60356846,2016.csv,2016.0,0.5044202221139433,0.4955797778860567
525,The Nut Job,120885527,64251541,56633986,2014.csv,2014.0,0.531507307735855,0.4684926922641451
526,Dora and the Lost City of Gold,120597108,60477943,60119165,2019.csv,2019.0,0.5014875066489985,0.4985124933510014
527,Instant Family,120556201,67363237,53192964,2018.csv,2018.0,0.5587704028596588,0.4412295971403412
528,The Commuter,119942387,36343858,83598529,2017.csv,2017.0,0.3030109614210029,0.6969890385789971
529,Extreme Job,119932733,1565885,118366848,2019.csv,2019.0,0.013056360518358236,0.9869436394816418
530,The Addams Family 2,119815153,56489153,63326000,2021.csv,2021.0,0.4714691888763018,0.5285308111236982
531,Wonder Park,119559110,45216793,74342317,2019.csv,2019.0,0.37819613244026323,0.6218038675597368
532,Allied,119520023,40098064,79421959,2016.csv,2016.0,0.33549243878575896,0.664507561214241
533,I Belonged to You,119107580,744541,118363039,2016.csv,2016.0,0.006250995948368693,0.9937490040516314
534,The Shallows,119100758,55124043,63976715,2016.csv,2016.0,0.46283536667331704,0.537164633326683
535,Forever Young,119055731,0,119055731,2017.csv,2017.0,0.0,1.0
536,The Purge: Election Year,118587880,79213375,39374505,2016.csv,2016.0,0.6679719293405025,0.3320280706594974
537,A Cool Fish,118153135,551876,117601259,2018.csv,2018.0,0.004670853634141828,0.9953291463658581
538,Why Him?,118102725,60323786,57778939,2016.csv,2016.0,0.5107738707976467,0.4892261292023533
539,P Storm,117991727,326711,117665016,2019.csv,2019.0,0.0027689314183866466,0.9972310685816134
540,Pompeii,117831631,23219748,94611883,2014.csv,2014.0,0.19705869979852864,0.8029413002014714
541,Game Night,117679066,69179066,48500000,2018.csv,2018.0,0.5878621266419637,0.41213787335803637
542,Haunted Mansion,117449790,67653287,49796503,2023.csv,2023.0,0.5760187991821867,0.4239812008178133
543,My Love,116720921,86252,116634669,2021.csv,2021.0,0.0007389592136614481,0.9992610407863386
544,Dragon Ball Super: Broly,115750445,30712119,85038326,2018.csv,2018.0,0.2653304615805149,0.7346695384194851
545,Detective Conan: The Fist of Blue Sapphire,115448200,0,115448200,2019.csv,2019.0,0.0,1.0
546,The Gentlemen,115171795,36471795,78700000,2019.csv,2019.0,0.31667297535824634,0.6833270246417537
547,The Monkey King 3,115084576,187074,114897502,2018.csv,2018.0,0.0016255349457081026,0.998374465054292
548,Book of Love,114679097,0,114679097,2016.csv,2016.0,0.0,1.0
549,Office Christmas Party,114501299,54767494,59733805,2016.csv,2016.0,0.47831329843690246,0.5216867015630976
550,Seventh Son,114178613,17223265,96955348,2014.csv,2014.0,0.15084493100297164,0.8491550689970284
551,The Dark Tower,113231078,50701325,62529753,2017.csv,2017.0,0.44776863291895885,0.5522313670810411
552,A Man Called Otto,113190218,64267657,48922561,2022.csv,2022.0,0.567784550074813,0.432215449925187
553,Pet Sematary,113118226,54724696,58393530,2019.csv,2019.0,0.4837831880425706,0.5162168119574294
554,Insidious: Chapter 3,112983889,52218558,60765331,2015.csv,2015.0,0.46217702773534375,0.5378229722646563
555,How to Be Single,112543513,46843513,65700000,2016.csv,2016.0,0.41622579348487193,0.583774206515128
556,Boonie Bears: Blast Into the Past,112367881,0,112367881,2019.csv,2019.0,0.0,1.0
557,The Purge: Anarchy,111928365,71962800,39965565,2014.csv,2014.0,0.6429362208587609,0.35706377914123916
558,"Dad, Where Are We Going?",111870000,0,111870000,2014.csv,2014.0,0.0,1.0
559,Saw X,111822387,53607898,58214489,2023.csv,2023.0,0.47940219698583253,0.5205978030141675
560,Get Hard,111811453,90411453,21400000,2015.csv,2015.0,0.808606368794796,0.191393631205204
561,The Call of the Wild,111257878,62342368,48915510,2020.csv,2020.0,0.5603411562460323,0.4396588437539677
562,Good Boys,111173598,83140306,28033292,2019.csv,2019.0,0.7478421810185544,0.25215781898144557
563,"Lyle, Lyle, Crocodile",110999085,46888441,64110644,2022.csv,2022.0,0.42242186951360905,0.577578130486391
564,10 Cloverfield Lane,110216998,72082998,38134000,2016.csv,2016.0,0.6540098107190326,0.34599018928096736
565,Buddies in India,110155128,293194,109861934,2017.csv,2017.0,0.002661646401064506,0.9973383535989355
566,The Man from U.N.C.L.E.,110045109,45445109,64600000,2015.csv,2015.0,0.4129680038755743,0.5870319961244257
567,The 5th Wave,109906372,34916787,74989585,2015.csv,2015.0,0.3176957474312772,0.6823042525687227
568,Along With the Gods: The Two Worlds,109383972,1908823,107475149,2017.csv,2017.0,0.017450664526974757,0.9825493354730253
569,The Boxtrolls,108255770,50837305,57418465,2014.csv,2014.0,0.4696036525351027,0.5303963474648973
570,Neighbors 2: Sorority Rising,108007109,55455765,52551344,2016.csv,2016.0,0.5134455084803723,0.48655449151962765
571,Horrible Bosses 2,107645357,54445357,53200000,2014.csv,2014.0,0.5057845365313806,0.49421546346861944
572,Paul Blart: Mall Cop 2,107588225,71038190,36550035,2015.csv,2015.0,0.6602784830774929,0.33972151692250707
573,Clifford the Big Red Dog,107347356,48947356,58400000,2021.csv,2021.0,0.4559716962195138,0.5440283037804862
574,Vacation,107228221,58884188,48344033,2015.csv,2015.0,0.5491482321617552,0.45085176783824477
575,The Breakup Guru,106980263,208959,106771304,2014.csv,2014.0,0.00195324814260365,0.9980467518573963
576,Detective Conan: Black Iron Submarine,106770959,0,106770959,2023.csv,2023.0,0.0,1.0
577,Godzilla Minus One,106722608,56418793,50303815,2023.csv,2023.0,0.5286489344413322,0.47135106555866774
578,Chronicles of the Ghostly Tribe,106380000,0,106380000,2015.csv,2015.0,0.0,1.0
579,Shaun the Sheep Movie,106209378,19375982,86833396,2015.csv,2015.0,0.18243193176406702,0.817568068235933
580,First Man,105697415,44936545,60760870,2018.csv,2018.0,0.4251432733714443,0.5748567266285557
581,Sisters,105011053,87044645,17966408,2015.csv,2015.0,0.8289093625220576,0.17109063747794245
582,Scary Stories to Tell in the Dark,104545505,68947075,35598430,2019.csv,2019.0,0.6594934425922951,0.3405065574077049
583,Book Club,104438188,68566296,35871892,2018.csv,2018.0,0.6565251400187065,0.34347485998129346
584,Halloween Ends,104374176,64079860,40294316,2022.csv,2022.0,0.6139436252890753,0.3860563747109247
585,The Creator,104272136,40774679,63497457,2023.csv,2023.0,0.3910409872106197,0.6089590127893802
586,Wrath of Man,103966489,27466489,76500000,2021.csv,2021.0,0.26418598208120697,0.7358140179187931
587,Immortal Demon Slayer,103818506,0,103818506,2017.csv,2017.0,0.0,1.0
588,Ouija,103590271,50856010,52734261,2014.csv,2014.0,0.49093423068658637,0.5090657693134136
589,Birdman or (The Unexpected Virtue of Ignorance),103215094,42340598,60874496,2014.csv,2014.0,0.41021711417518064,0.5897828858248194
590,Cold War 2,103197501,560824,102636677,2016.csv,2016.0,0.00543447268165922,0.9945655273183408
591,Night School,103105878,77339130,25766748,2018.csv,2018.0,0.75009428657404,0.24990571342596005
592,Transcendence,103039258,23022309,80016949,2014.csv,2014.0,0.22343240282262125,0.7765675971773788
593,Jigsaw,102952888,38052832,64900056,2017.csv,2017.0,0.3696140316141496,0.6303859683858505
594,Chappie,102811889,31569268,71242621,2015.csv,2015.0,0.3070585348354022,0.6929414651645979
595,Railroad Tigers,102205175,218044,101987131,2016.csv,2016.0,0.002133394908819441,0.9978666050911805
596,Heaven Is for Real,101888019,91443253,10444766,2014.csv,2014.0,0.8974877900020806,0.10251220999791938
597,Detective Conan: Zero the Enforcer,101860359,0,101860359,2018.csv,2018.0,0.0,1.0
598,The Roundup,101166707,812859,100353848,2022.csv,2022.0,0.008034846879023155,0.9919651531209769
599,Joy,101134059,56451232,44682827,2015.csv,2015.0,0.5581822044737669,0.4418177955262332
600,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",100654149,66954149,33700000,2014.csv,2014.0,0.665190155251325,0.334809844748675
601,Life,100541806,30234022,70307784,2017.csv,2017.0,0.30071095003008,0.69928904996992
602,Tammy,100375432,84525432,15850000,2014.csv,2014.0,0.8420928340313395,0.15790716596866053
603,PK,100370104,10616104,89754000,2014.csv,2014.0,0.10576958254422054,0.8942304174557795
604,Mean Girls,100213119,70213119,30000000,2024.csv,2024.0,0.7006379973065203,0.2993620026934797
605,The Continent,100125957,0,100125957,2014.csv,2014.0,0.0,1.0
606,Atomic Blonde,100014025,51687870,48326155,2017.csv,2017.0,0.5168062179279356,0.48319378207206437
607,Black Mass,99975678,62575678,37400000,2015.csv,2015.0,0.6259090135902854,0.37409098640971455
608,The Book of Life,99783556,50151543,49632013,2014.csv,2014.0,0.5026032846534353,0.4973967153465647
609,Alpha,99630675,35857181,63773494,2018.csv,2018.0,0.35990101442151223,0.6400989855784878
610,Line Walker 2: Invisible Spy,99482027,296751,99185276,2019.csv,2019.0,0.002982960932229497,0.9970170390677705
611,Ode to My Father,99085291,2300121,96785170,2014.csv,2014.0,0.023213546398122804,0.9767864536018772
612,Spotlight,98690254,45055776,53634478,2015.csv,2015.0,0.45653723821604514,0.5434627617839549
613,Devil and Angel,98599942,131058,98468884,2015.csv,2015.0,0.0013291894228497619,0.9986708105771502
614,The Visit,98450062,65206105,33243957,2015.csv,2015.0,0.6623267032579421,0.3376732967420579
615,Along With the Gods: The Last 49 Days,97962238,1200246,96761992,2018.csv,2018.0,0.012252129233715547,0.9877478707662845
616,A Simple Favor,97644617,53548586,44096031,2018.csv,2018.0,0.5484028474401206,0.4515971525598795
617,The Little Prince,97571250,1339152,96232098,2015.csv,2015.0,0.013724862600407395,0.9862751373995926
618,The Woman King,97562514,67328130,30234384,2022.csv,2022.0,0.6901024506195074,0.3098975493804926
619,The Hustle,97409779,35417038,61992741,2019.csv,2019.0,0.3635881157270668,0.6364118842729332
620,Legend of the Demon Cat,97051623,0,97051623,2017.csv,2017.0,0.0,1.0
621,The Shack,96942115,57386418,39555697,2017.csv,2017.0,0.5919658138261168,0.40803418617388326
622,Boonie Bears: The Big Shrink,96845907,0,96845907,2018.csv,2018.0,0.0,1.0
623,12.12: The Day,96226322,0,96226322,2023.csv,2023.0,0.0,1.0
624,Assassination,96119773,1904682,94215091,2015.csv,2015.0,0.019815714712518098,0.9801842852874819
625,The Favourite,95918706,34366783,61551923,2018.csv,2018.0,0.35829072798375744,0.6417092720162426
626,Some Like It Hot,95721752,100026,95621726,2016.csv,2016.0,0.0010449662475881135,0.9989550337524119
627,The New King of Comedy,95618308,0,95618308,2019.csv,2019.0,0.0,1.0
628,Poltergeist,95437994,47425125,48012869,2015.csv,2015.0,0.49692080703205055,0.5030791929679495
629,Detective Conan: The Scarlet Bullet,95371578,0,95371578,2021.csv,2021.0,0.0,1.0
630,Truth or Dare,95330493,41411015,53919478,2018.csv,2018.0,0.43439421843753606,0.565605781562464
631,Adoring,94975692,0,94975692,2019.csv,2019.0,0.0,1.0
632,Kill Mobile,94870905,0,94870905,2018.csv,2018.0,0.0,1.0
633,I Feel Pretty,94539426,48795601,45743825,2018.csv,2018.0,0.5161402291568811,0.48385977084311893
634,Veteran,94393020,1200627,93192393,2015.csv,2015.0,0.01271944684045494,0.9872805531595451
635,In the Heart of the Sea,94320758,25020758,69300000,2015.csv,2015.0,0.2652730801845337,0.7347269198154662
636,Fleet of Time,94244191,569280,93674911,2014.csv,2014.0,0.006040478399353017,0.9939595216006469
637,Dirty Grandpa,94073028,35593113,58479915,2016.csv,2016.0,0.378356195784407,0.6216438042155931
638,Ben-Hur,94061311,26410477,67650834,2016.csv,2016.0,0.2807793844166174,0.7192206155833827
639,Blockers,94017294,60311495,33705799,2018.csv,2018.0,0.6414936277574634,0.35850637224253656
640,Evangelion: 3.0+1.01 Thrice Upon a Time,93882453,810744,93071709,2021.csv,2021.0,0.008635735157026628,0.9913642648429734
641,The Man from Macau,93864936,0,93864936,2014.csv,2014.0,0.0,1.0
642,Kill Zone 2,93638358,11998,93626360,2015.csv,2015.0,0.00012813125151126635,0.9998718687484888
643,BlacKkKlansman,93400823,49275340,44125483,2018.csv,2018.0,0.5275685847008008,0.47243141529919924
644,Goosebumps 2: Haunted Halloween,93320380,46700633,46619747,2018.csv,2018.0,0.5004333780038187,0.49956662199618135
645,Money Monster,93282604,41012075,52270529,2016.csv,2016.0,0.43965405382551287,0.5603459461744872
646,Animal,92870227,15004482,77865745,2023.csv,2023.0,0.1615639638740196,0.8384360361259804
647,Train to Busan,92742323,2129768,90612555,2016.csv,2016.0,0.022964359001445327,0.9770356409985547
648,Downton Abbey: A New Era,92651384,44141550,48509834,2022.csv,2022.0,0.4764262344964,0.5235737655036
649,Five Feet Apart,92554209,45729221,46824988,2019.csv,2019.0,0.49408040427421296,0.505919595725787
650,Talk to Me,92039206,48299436,43739770,2023.csv,2023.0,0.5247702375876645,0.47522976241233544
651,Southpaw,91970827,52421953,39548874,2015.csv,2015.0,0.5699845778270538,0.4300154221729462
652,End Game,91824961,23149,91801812,2021.csv,2021.0,0.00025209920862367697,0.9997479007913763
653,Shadow,91708374,521396,91186978,2018.csv,2018.0,0.005685369582498541,0.9943146304175015
654,Crawl,91542097,39014193,52527904,2019.csv,2019.0,0.4261885436161682,0.5738114563838318
655,Rambo: Last Blood,91490353,44819352,46671001,2019.csv,2019.0,0.4898806325514997,0.5101193674485003
656,Overboard,91244913,50316123,40928790,2018.csv,2018.0,0.551440308787406,0.448559691212594
657,Paranormal Activity: The Marked Ones,90894962,32462372,58432590,2014.csv,2014.0,0.35714159823291414,0.6428584017670859
658,My Big Fat Greek Wedding 2,90632641,59689605,30943036,2016.csv,2016.0,0.6585883887020351,0.34141161129796493
659,Sherlock Gnomes,90497778,43242871,47254907,2018.csv,2018.0,0.4778335110062039,0.522166488993796
660,Jojo Rabbit,90335025,33370906,56964119,2019.csv,2019.0,0.369412705647671,0.630587294352329
661,Old,90146510,48276510,41870000,2021.csv,2021.0,0.5355338770186444,0.4644661229813556
662,Air,90060106,52460106,37600000,2023.csv,2023.0,0.582501046578826,0.4174989534211741
663,Detective Dee: The Four Heavenly Kings,90040771,262963,89777808,2018.csv,2018.0,0.0029204880975530517,0.9970795119024469
664,The Hundred-Foot Journey,89514453,54240821,35273632,2014.csv,2014.0,0.6059448411085079,0.39405515889149206
665,K.G.F: Chapter 2,89123940,2874000,86249940,2022.csv,2022.0,0.032247227849217616,0.9677527721507824
666,Collateral Beauty,88616021,31016021,57600000,2016.csv,2016.0,0.3500046678918251,0.6499953321081748
667,Cocaine Bear,88314672,64670240,23644432,2023.csv,2023.0,0.7322706242967193,0.26772937570328065
668,Line Walker,88228755,0,88228755,2016.csv,2016.0,0.0,1.0
669,Chasing the Dragon,87965942,456854,87509088,2017.csv,2017.0,0.005193532742478902,0.9948064672575211
670,Deliver Us from Evil,87937815,30577122,57360693,2014.csv,2014.0,0.3477130060600209,0.652286993939979
671,Serial (Bad) Weddings 2,87761988,0,87761988,2019.csv,2019.0,0.0,1.0
672,Don't Worry Darling,87609403,45309403,42300000,2022.csv,2022.0,0.5171751141826637,0.4828248858173363
673,Tiger Zinda Hai,87320000,5560921,81759079,2017.csv,2017.0,0.06368439074667888,0.9363156092533211
674,Sultan,87280000,6200000,81080000,2016.csv,2016.0,0.07103574702108158,0.9289642529789184
675,No Hard Feelings,87256407,50452282,36804125,2023.csv,2023.0,0.5782071911349731,0.42179280886502696
676,A Million Ways to Die in the West,87189756,43139300,44050456,2014.csv,2014.0,0.49477486781818725,0.5052251321818128
677,"Hello, Mrs. Money",86874070,0,86874070,2018.csv,2018.0,0.0,1.0
678,Dragon Ball Super: Super Hero,86562140,38112140,48450000,2022.csv,2022.0,0.44028648090262096,0.5597135190973791
679,Robin Hood,86489031,30824628,55664403,2018.csv,2018.0,0.35639927564918605,0.643600724350814
680,War Dogs,86434523,43034523,43400000,2016.csv,2016.0,0.49788581583310176,0.5021141841668982
681,A Taxi Driver,86252940,1527829,84725111,2017.csv,2017.0,0.01771335562590678,0.9822866443740932
682,Step Up All In,86165646,14904384,71261262,2014.csv,2014.0,0.1729736233858213,0.8270263766141787
683,I Can Only Imagine,86086881,83482352,2604529,2018.csv,2018.0,0.9697453436604353,0.030254656339564676
684,John Wick,86013056,43037835,42975221,2014.csv,2014.0,0.5003639796265348,0.49963602037346516
685,The Second Best Exotic Marigold Hotel,85978266,33078266,52900000,2015.csv,2015.0,0.38472822887588826,0.6152717711241118
686,Paper Towns,85512300,32000304,53511996,2015.csv,2015.0,0.37421872642882953,0.6257812735711704
687,Big Fish & Begonia,85409373,0,85409373,2016.csv,2016.0,0.0,1.0
688,Nerve,85251425,38583626,46667799,2016.csv,2016.0,0.4525862881470896,0.5474137118529103
689,Going in Style,85218541,45018541,40200000,2017.csv,2017.0,0.5282716703633779,0.47172832963662215
690,Hidden Man,85170581,0,85170581,2018.csv,2018.0,0.0,1.0
691,Sicario,84872444,46889293,37983151,2015.csv,2015.0,0.5524678068655593,0.44753219313444065
692,Dog,84774243,61778069,22996174,2022.csv,2022.0,0.7287363096831192,0.2712636903168808
693,Mamma Mia! 2020 Re-release,84579977,0,84579977,2020.csv,2020.0,0.0,1.0
694,Mortal Kombat,84426031,42326031,42100000,2021.csv,2021.0,0.5013386333416526,0.49866136665834737
695,The Judge,84419388,47119388,37300000,2014.csv,2014.0,0.5581583699706517,0.44184163002934823
696,Leap!,84197417,2844490,81352927,2016.csv,2016.0,0.0337835779451524,0.9662164220548476
697,Our Times,83867493,0,83867493,2015.csv,2015.0,0.0,1.0
698,Mortal Engines,83672673,15951040,67721633,2018.csv,2018.0,0.19063619492591088,0.8093638050740891
699,The Roundup: No Way Out,83410298,909411,82500887,2023.csv,2023.0,0.010902862377976398,0.9890971376220236
700,Rings,83080890,27793018,55287872,2017.csv,2017.0,0.33452961324800445,0.6654703867519955
701,Suck Me Shakespeer 2,83027924,0,83027924,2015.csv,2015.0,0.0,1.0
702,Once Upon A Time,82886178,485728,82400450,2017.csv,2017.0,0.005860180933906736,0.9941398190660933
703,Poor Things,82666610,31137024,51529586,2023.csv,2023.0,0.3766578065799481,0.6233421934200519
704,Hitman: Agent 47,82347656,22467450,59880206,2015.csv,2015.0,0.2728365455842483,0.7271634544157517
705,Tiny Times 3.0,82320000,0,82320000,2014.csv,2014.0,0.0,1.0
706,Ouija: Origin of Evil,81705746,35144505,46561241,2016.csv,2016.0,0.43013504827432825,0.5698649517256718
707,One Piece: Stampede,81562741,1298528,80264213,2019.csv,2019.0,0.01592060276640286,0.9840793972335972
708,Wolf Warrior,81411331,0,81411331,2015.csv,2015.0,0.0,1.0
709,Gone with the Bullets,81387479,0,81387479,2014.csv,2014.0,0.0,1.0
710,iPartment the Movie,81096321,0,81096321,2018.csv,2018.0,0.0,1.0
711,Underworld: Blood Wars,81093313,30353973,50739340,2016.csv,2016.0,0.37430919858953104,0.625690801410469
712,Doraemon the Movie: Nobita's Treasure Island,80920916,0,80920916,2018.csv,2018.0,0.0,1.0
713,A Dog's Way Home,80708134,42004346,38703788,2019.csv,2019.0,0.5204474929379485,0.4795525070620515
714,Go Away Mr. Tumor,80606893,286639,80320254,2015.csv,2015.0,0.0035560110225312867,0.9964439889774687
715,Jackass Forever,80563999,57743451,22820548,2022.csv,2022.0,0.7167401285529533,0.28325987144704673
716,Caught in Time,80543319,0,80543319,2020.csv,2020.0,0.0,1.0
717,Den of Thieves,80509622,44947622,35562000,2018.csv,2018.0,0.5582888216764947,0.44171117832350526
718,Muppets Most Wanted,80383113,51183113,29200000,2014.csv,2014.0,0.6367396221641727,0.36326037783582726
719,Hereditary,80080156,44069456,36010700,2018.csv,2018.0,0.5503168100721482,0.4496831899278518
720,The Wedding Ringer,79799880,64460211,15339669,2015.csv,2015.0,0.8077732823658381,0.19222671763416185
721,The Menu,79628200,38501125,41127075,2022.csv,2022.0,0.4835111807123607,0.5164888192876393
722,Paradox,79226860,0,79226860,2017.csv,2017.0,0.0,1.0
723,Manchester by the Sea,78988148,47695371,31292777,2016.csv,2016.0,0.603829463124012,0.396170536875988
724,Lady Bird,78965611,48958273,30007338,2017.csv,2017.0,0.6199948608008617,0.3800051391991382
725,Paranormal Activity: The Ghost Dimension,78903124,18300124,60603000,2015.csv,2015.0,0.2319315519116835,0.7680684480883165
726,A Dog's Journey,78870908,22782371,56088537,2019.csv,2019.0,0.2888564564262402,0.7111435435737598
727,The Boss,78844582,63285885,15558697,2016.csv,2016.0,0.8026662504216207,0.1973337495783794
728,Code Blue: The Movie,78778562,0,78778562,2018.csv,2018.0,0.0,1.0
729,Spanish Affair,78768613,0,78768613,2014.csv,2014.0,0.0,1.0
730,If I Stay,78274843,50474843,27800000,2014.csv,2014.0,0.6448411911857811,0.3551588088142189
731,Tag,78230625,54730625,23500000,2018.csv,2018.0,0.6996061325088481,0.300393867491152
732,Boonie Bears: The Wild Life,78132231,0,78132231,2021.csv,2021.0,0.0,1.0
733,Head Full of Honey,78127384,0,78127384,2014.csv,2014.0,0.0,1.0
734,The Left Ear,78015473,0,78015473,2015.csv,2015.0,0.0,1.0
735,Shin Godzilla,77947607,1918403,76029204,2016.csv,2016.0,0.024611441888139043,0.975388558111861
